Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
Kabels 24Vdc & RS232 toestel W=A10-XS1.1/A10-XS1 & W=A10-XS1.1/A10-XS2	HFKAB	192140_01KOL	52,4931	="0000000455169"	1	ST	ST	ST	ST	134,0000	0,00	0,0000		0,00	ST	0000047580	HMAG	GEEN	HMAG	GEEN	0,00	14/11/2019	10,17	AAR		1	="0000000455169"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lampentoren SAR BA TM (LVC 1050) (Siemens)	HFKAB	192153_01KOL	191,4388	="0000000455459"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000047635	HMAG	GEEN	HMAG	GEEN	0,00	18/11/2019	12,44	ban		1	="0000000455459"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voedingskast <-> PLA35 DR W=A1-XS1.2/A10-XS1.1	HFKAB	192263_01PTK	49,9557	="0000000457798"	1	ST	ST	ST	ST	93,0000	0,00	0,0000		0,00	ST	0000047867	HMAG	GEEN	HMAG	GEEN	0,00	09/12/2019	16,11	AAR		1	="0000000457798"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabels intern PLA35 DR W=A10-XS1.1/A10-XS1 & W=A10-XS1.1/A10-XS2	HFKAB	192264_01KOL	41,3009	="0000000457804"	1	ST	ST	ST	ST	134,0000	0,00	0,0000		0,00	ST	0000047868	HMAG	GEEN	HMAG	GEEN	0,00	09/12/2019	16,07	AAR		1	="0000000457804"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel RS232 interface LET <-> BEP W=A1-XS1.3/BEP	HFKAB	192265_01CAB	63,0636	="0000000457811"	1	ST	ST	ST	ST	93,0000	0,00	0,0000		0,00	ST	0000047869	HMAG	GEEN	HMAG	GEEN	0,00	19/12/2019	09,35	AAR		1	="0000000457811"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel power LVC2035 - APS PLM rechts	HFKAB	200002_01KOL	22,5369	="0000000462402"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048259	HMAG	GEEN	HMAG	GEEN	0,00	22/01/2020	10,52	AAR		1	="0000000462402"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel ethernet LVC2035 - Host PLM Shenzhen	HFKAB	200003_01PTK	33,4296	="0000000462501"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048268	HMAG	GEEN	HMAG	GEEN	0,00	23/01/2020	09,30	AAR		1	="0000000462501"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel HDMI LVC2035 - LCD PLM Shenzhen	HFKAB	200004_01KOL	3,5177	="0000000462518"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048269	HMAG	GEEN	HMAG	GEEN	0,00	22/01/2020	15,29	AAR		1	="0000000462518"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel lampentoren PLM TM versneld simplified version voor Shenzhen	HFKAB	200667_01KOL	106,7144	="0000000462426"	1	ST	ST	ST	ST	476,0000	0,00	0,0000		0,00	ST	0000048261	HMAG	GEEN	HMAG	GEEN	0,00	22/01/2020	11,36	AAR		1	="0000000462426"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc voedingskastje-APS print LVC2035-APS-TM Shenzhen	HFKAB	200701_01PTK	50,3689	="0000000462433"	1	ST	ST	ST	ST	60,0000	0,00	0,0000		0,00	ST	0000048262	HMAG	EK14-5	HMAG	EK14-5	0,00	22/01/2020	14,15	AAR		1	="0000000462433"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc APS print-optisch blok LVC2035-APS-TM Shenzhen	HFKAB	200702_01KOL	23,1337	="0000000462440"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048263	HMAG	GEEN	HMAG	GEEN	0,00	22/01/2020	12,03	AAR		1	="0000000462440"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
HDMI-kabel optisch blok-LCD van Shenzhen LVC2035-APS-TM Shenzhen	HFKAB	200703_01KOL	3,9936	="0000000462457"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048264	HMAG	GEEN	HMAG	GEEN	0,00	22/01/2020	12,05	AAR		1	="0000000462457"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LAN-kabel optisch blok-Hostpc Shenzhen LVC2035-APS-TM Shenzhen	HFKAB	200704_01PTK	37,4358	="0000000462464"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048265	HMAG	GEEN	HMAG	GEEN	0,00	22/01/2020	12,07	AAR		1	="0000000462464"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 230Vac voeding/sturing -> stopcontactenstrook:W=A1-F2/A19	HFKAB	200781_01CAL	40,4457	="0000000468336"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048969	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,58	AAR		1	="0000000468336"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel zero-px. optisch blok links/rechts:W=A18-SE1/A18-A1-XS142.1	HFKAB	200782_01CAL	7,4413	="0000000468213"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048956	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	09,53	AAR		1	="0000000468213"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel lim 0-px. optisch blok links/rechts:W=A18-SE2/A18-A1-XS142.2	HFKAB	200783_01CAL	7,4413	="0000000468244"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048959	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	10,06	AAR		1	="0000000468244"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel lim 1-px. optisch blok links/rechts:W=A18-SE3/A18-A1-XS142.3	HFKAB	200784_01CAL	7,4413	="0000000468251"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048960	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	10,07	AAR		1	="0000000468251"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel px-extender optisch blok links/rechts:W=A18-A1-XS142/A1-A4-XS40	HFKAB	200785_01CAL	51,2199	="0000000468268"	1	ST	ST	ST	ST	273,0000	0,00	0,0000		0,00	ST	0000048962	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,54	AAR		1	="0000000468268"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel motor+rem optisch blok links/rechts:W=A18-M1-XS140/A1-A4-XS40	HFKAB	200787_01CAL	35,9876	="0000000468183"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048953	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,53	AAR		1	="0000000468183"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel encoder optisch blok links/rechts:W=A18-M1-XS141/A1-A4-XS41	HFKAB	200788_01CAL	45,5167	="0000000468190"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048954	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,53	AAR		1	="0000000468190"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel zero-px. optisch blok op/neer:W=A18-SE4/A18-A2-XS152.1	HFKAB	200789_01CAL	7,4413	="0000000468275"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048963	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	10,25	AAR		1	="0000000468275"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel lim 0-px. optisch blok op/neer:W=A18-SE5/A18-A2-XS152.2	HFKAB	200790_01CAL	7,4413	="0000000468282"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048964	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	10,26	AAR		1	="0000000468282"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel lim 1-px. optisch blok op/neer:W=A18-SE6/A18-A2-XS152.3	HFKAB	200791_01CAL	7,4413	="0000000468299"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048965	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	10,26	AAR		1	="0000000468299"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel px-extender optisch blok op/neer:W=A18-A2-XS152/A1-A5-XS50	HFKAB	200792_01CAL	52,3895	="0000000468305"	1	ST	ST	ST	ST	273,0000	0,00	0,0000		0,00	ST	0000048966	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,56	AAR		1	="0000000468305"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel motor+rem optisch blok op/neer:W=A18-M1-XS150/A1-A5-XS50	HFKAB	200793_01CAL	38,9613	="0000000468312"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048967	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,55	AAR		1	="0000000468312"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel encoder optisch blok op/neer:W=A18-M2-XS151/A1-A5-XS51	HFKAB	200794_01CAL	46,6939	="0000000468329"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048968	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,56	AAR		1	="0000000468329"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Canbus kabel Kvaser mod.-> 1ste Can-module:W=A1-A10-XS91/A1-A1-XS13	HFKAB	200796_01CAL	17,8044	="0000000468176"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048952	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,52	AAR		1	="0000000468176"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc gestuurde voeding -> ventilator 1:W=A13-XS130	HFKAB	200797_01CAL	11,2337	="0000000468343"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048970	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,57	AAR		1	="0000000468343"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc gestuurde voeding -> ventilator 2:W=A14-XS145	HFKAB	200798_01CAL	11,2337	="0000000468350"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048971	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,57	AAR		1	="0000000468350"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel intentsiteits stuurmodule -> lichtbron pos.check:W=A15-XS155	HFKAB	200800_01CAL	8,9770	="0000000468503"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048986	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	11,52	AAR		1	="0000000468503"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel aansluiting voeding/sturing <-> Calcam:W=A16-XS160	HFKAB	200802_01CAL	9,3722	="0000000468510"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048987	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	11,56	AAR		1	="0000000468510"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel controlbox <-> voeding/sturing:W=A1-XS170/A17	HFKAB	200803_01CAL	10,8497	="0000000468367"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048972	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	10,40	AAR		1	="0000000468367"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel drukknoppen controlbox intern voeding/sturing:W-A1-XS170	HFKAB	200804_01CAL	12,9370	="0000000468374"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048973	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	10,49	AAR		1	="0000000468374"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
HDMI-kabel laptop/pc <-> voeding/sturing:W=A1-A12-XS1/HDMI IN	HFKAB	200805_01CAL	8,8602	="0000000468121"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048947	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	09,21	AAR		1	="0000000468121"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
USB-kabel laptop/pc <-> voeding/sturing:W=A1-A12-XS2/USB IN	HFKAB	200806_01CAL	5,8186	="0000000468138"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048948	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	09,22	AAR		1	="0000000468138"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LAN-kabel laptop/pc <-> voeding/sturing:W=A1-A12-XS3/LAN IN	HFKAB	200807_01CAL	23,3166	="0000000468145"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048949	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	09,28	AAR		1	="0000000468145"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
HDMI-kabel optisch blok <-> 2de LCD-scherm:W=A20-XS191/HDMI	HFKAB	200812_01CAL	20,4202	="0000000468152"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048950	HMAG	GEEN	HMAG	GEEN	0,00	13/02/2020	09,32	AAR		1	="0000000468152"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
M12 canbus kabel -> optisch blok LM35/LVC2035:W=A1-XS6/CANBUS (1)	HFKAB	200814_01CAL	31,0568	="0000000468466"	1	ST	ST	ST	ST	105,5000	0,00	0,0000		0,00	ST	0000048982	HMAG	EK15-3	HMAG	EK15-3	0,00	17/03/2020	15,05	AAR		1	="0000000468466"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel LAN optisch blok <-> voeding/sturing:W=A1-A9-XS84/ETHERNET	HFKAB	200815_01CAL	30,4585	="0000000468497"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048985	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	15,06	AAR		1	="0000000468497"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel RS232 optisch blok <-> voeding/sturing:W=A1-A11-XS95/RS232	HFKAB	200816_01CAL	36,6912	="0000000468459"	1	ST	ST	ST	ST	105,5000	0,00	0,0000		0,00	ST	0000048981	HMAG	EK15-3	HMAG	EK15-3	0,00	17/03/2020	15,06	AAR		1	="0000000468459"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 12Vdc -> optisch blok type LM35:W=A1-XS5/12VDC POWER (1)	HFKAB	200818_01CAL	20,0842	="0000000468404"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048976	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	15,01	AAR		1	="0000000468404"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc -> optisch blok type LM35 HDMI:W=A1-XS5/24VDC POWER (2)	HFKAB	200823_01CAL	20,0842	="0000000468411"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048977	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	15,02	AAR		1	="0000000468411"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc -> optisch blok type LM35 GOCA:W=A1-XS5/24VDC POWER (3)	HFKAB	200824_01CAL	47,7621	="0000000468428"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048978	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	15,02	AAR		1	="0000000468428"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc -> optisch blok type LVC2035:W=A1-XS5/24VDC POWER (4)	HFKAB	200825_01CAL	26,4069	="0000000468435"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048979	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	15,03	AAR		1	="0000000468435"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc -> optisch blok type LVCC:W=A1-XS5/24VDC POWER (5)	HFKAB	200830_01CAL	32,0716	="0000000468442"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048980	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	15,04	AAR		1	="0000000468442"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel voedingen voor optisch blok intern voeding/sturing:W=A1-A13-XS5	HFKAB	200831_01CAL	32,7499	="0000000468381"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000048974	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	14,59	AAR		1	="0000000468381"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel can out voor opt. blok voeding/sturing:W=A1-A5-XS54/A1-A13-XS6	HFKAB	200833_01CAL	17,1521	="0000000468398"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000048975	HMAG	GEEN	HMAG	GEEN	0,00	17/03/2020	15,00	AAR		1	="0000000468398"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
RJ45 canbus kabel -> optisch blok LVCC:W=A1-XS6/CANBUS (2)	HFKAB	200841_01CAL	43,5767	="0000000468473"	1	ST	ST	ST	ST	105,5000	0,00	0,0000		0,00	ST	0000048983	HMAG	EK15-3	HMAG	EK15-3	0,00	17/03/2020	15,06	AAR		1	="0000000468473"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel RS232 PLM TM voor LVC2035	HFKAB	201006_01KOL	34,6309	="0000000471411"	1	ST	ST	ST	ST	105,5000	0,00	0,0000		0,00	ST	0000049329	HMAG	EK15-3	HMAG	EK15-3	0,00	21/02/2020	09,06	AAR		1	="0000000471411"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc voedingskastje-APS print PLM TM (LVC2035) Shenzhen	HFKAB	201086_01PTK	49,8926	="0000000474771"	1	ST	ST	ST	ST	60,0000	0,00	0,0000		0,00	ST	0000049680	HMAG	EK14-5	HMAG	EK14-5	0,00	04/03/2020	13,24	AAR		1	="0000000474771"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel 24Vdc APS print-optisch blok PLM TM (LVC2035) Shenzhen	HFKAB	201087_01KOL	22,6356	="0000000474849"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000049687	HMAG	GEEN	HMAG	GEEN	0,00	04/03/2020	13,25	AAR		1	="0000000474849"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
HDMI-kabel optisch blok-LCD van Shenzhen PLM TM (LVC2035) Shenzhen	HFKAB	201088_01KOL	3,5177	="0000000474856"	1	ST	ST	ST	ST	86,0000	0,00	0,0000		0,00	ST	0000049688	HMAG	GEEN	HMAG	GEEN	0,00	04/03/2020	13,26	AAR		1	="0000000474856"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LAN-kabel optisch blok-Hostpc Shenzhen PLM TM (LVC2035) Shenzhen	HFKAB	201089_01PTK	36,9594	="0000000474863"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000049689	HMAG	GEEN	HMAG	GEEN	0,00	04/03/2020	13,28	AAR		1	="0000000474863"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel lampentoren PLM TM (LVC2035) Shenzhen	HFKAB	201108_01KOL	106,7144	="0000000474764"	1	ST	ST	ST	ST	476,0000	0,00	0,0000		0,00	ST	0000049679	HMAG	GEEN	HMAG	GEEN	0,00	04/03/2020	11,42	AAR		1	="0000000474764"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Filterkabel encoder L/R beweging PLM TM	HFKAB	201163_01KOL	20,8297	="0000000477505"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000050021	HMAG	GEEN	HMAG	GEEN	0,00	19/03/2020	08,25	BAN		1	="0000000477505"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kabel RS232 PLM TM voor LVC2035 TMMC-Cambridge	HFKAB	201170_01KOL	34,7721	="0000000477871"	1	ST	ST	ST	ST	105,5000	0,00	0,0000		0,00	ST	0000050060	HMAG	EK15-3	HMAG	EK15-3	0,00	16/03/2020	08,53	AAR		1	="0000000477871"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
