Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
Drukknop diversen volledig TACTILE SWITCH FSM4JH	DRKKN	DIV-VOL-TACTILE SWITCH FSM4JH	0,0000	="0000000416375"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000043318	HMAG	GEEN	HMAG	GEEN	0,00	28/09/2018	09,41	MSE		0	="0000000416375"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop diversen volledig TL1105CF160Q dia.6mm	DRKKN	DIV-VOL-TL1105CF160Q	0,1440	="0000000425506"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000044330	HMAG	GEEN	HMAG	GEEN	0,00	22/01/2019	15,39	mro		0	="0000000425506"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,144	0	0	Standaardartikel	0,144	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO contactblok 18x24mm	DRKKN	EAO-CON-61-8470.25	5,4900	0SWI161847025	1	ST	ST	ST	ST	0,0000	0,00	6,4600		0,00	ST	0000004527	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,55	mro		0	="0000000037051"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	4,952	0	0	Standaardartikel	5,49	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO contactblok mom. 1NO dia.22,5mm	DRKKN	EAO-CON-84-8510.0020	6,2800	0SWI101848510	1	ST	ST	ST	ST	16,0000	0,00	5,9200		0,00	ST	0000004533	HMAG	EK32	HMAG	EK32	0,00	21/02/2019	11,18	mro		0	="0000000037112"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	7,14	0	0	Standaardartikel	6,28	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO contactblok mom. 1NO verlicht dia.22,5mm	DRKKN	EAO-CON-84-8512.4620	8,8600	0SWI101848512	1	ST	ST	ST	ST	24,0000	0,00	8,3800		0,00	ST	0000004534	HMAG	EK32	HMAG	EK32	0,00	20/02/2019	16,13	mro		0	="0000000037129"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	10,07	0	0	Standaardartikel	8,86	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO kap 19-931.4 rond geel	DRKKN	EAO-KAP-19-931.4	0,7700	="0000000413091"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000042941	HMAG	GEEN	HMAG	GEEN	0,00	20/03/2019	10,22	EMA		0	="0000000413091"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,88	0	0	Standaardartikel	0,77	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO plat rood 18x24mm	DRKKN	EAO-KAP-31-903.2	0,7000	0SWI101300002	1	ST	ST	ST	ST	2,5000	0,00	0,7000		0,00	ST	0000004510	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000036887"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,70	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO plat groen 18x24mm	DRKKN	EAO-KAP-31-903.5	0,4210	0SWI101300005	1	ST	ST	ST	ST	0,0000	0,00	0,4210		0,00	ST	0000004511	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000036894"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO plat wit 18x24mm	DRKKN	EAO-KAP-31-903.7	0,5020	0SWI101300007	1	ST	ST	ST	ST	0,0000	0,00	0,5020		0,00	ST	0000004512	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000036900"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO concaaf rood 18x24mm	DRKKN	EAO-KAP-31-904.2	0,4210	0SWI101300012	1	ST	ST	ST	ST	0,0000	0,00	0,4210		0,00	ST	0000004513	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000036917"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO concaaf blauw 18x24mm	DRKKN	EAO-KAP-31-904.6	0,8600	0SWI101300016	1	ST	ST	ST	ST	3,0000	0,00	0,9000		0,00	ST	0000004514	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000036924"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	1,01	0	0	Standaardartikel	0,86	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO concaaf wit 18x24mm	DRKKN	EAO-KAP-31-904.7	1,0200	0SWI101300017	1	ST	ST	ST	ST	3,0000	0,00	0,9600		0,00	ST	0000004515	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000036931"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	1,16	0	0	Standaardartikel	1,02	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Beschermkap EAO waterdicht ip67 18x24mm	DRKKN	EAO-KAP-31-924.2	1,9300	0SWI101900010	1	ST	ST	ST	ST	0,0000	0,00	1,9300		0,00	ST	0000004520	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000036986"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	1,72	0	0	Standaardartikel	1,93	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO plat wit dia.18mm	DRKKN	EAO-KAP-31-931.9	1,0300	0SWI131931009	1	ST	ST	ST	ST	0,0000	0,00	0,9600		0,00	ST	0000004524	HMAG	EK32	HMAG	EK32	0,00	15/10/2018	15,58	mro		0	="0000000037020"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	1,21	0	0	Standaardartikel	1,03	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO plat rood 18x18mm	DRKKN	EAO-KAP-31-953.2	0,5700	0SWI161395302	1	ST	ST	ST	ST	0,0000	0,00	0,5700		0,00	ST	0000004518	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,55	mro		0	="0000000036962"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO plat groen 18x18mm	DRKKN	EAO-KAP-31-953.5	0,5700	0SWI161395305	1	ST	ST	ST	ST	0,0000	0,00	0,5700		0,00	ST	0000004519	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,55	mro		0	="0000000036979"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO concaaf rood 18x18mm	DRKKN	EAO-KAP-31-954.2	0,5690	0SWI101300022	1	ST	ST	ST	ST	0,0000	0,00	0,5690		0,00	ST	0000004516	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,55	mro		0	="0000000036948"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO concaaf groen 18x18mm	DRKKN	EAO-KAP-31-954.5	0,6200	0SWI101300024	1	ST	ST	ST	ST	0,0000	0,00	0,6200		0,00	ST	0000004517	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,55	mro		0	="0000000036955"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lamphouder EAO 18x24mm	DRKKN	EAO-KAP-61-0030.05	2,9000	0SWI161003005	1	ST	ST	ST	ST	0,0000	0,00	2,9000		0,00	ST	0000004525	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000037037"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO plat rood 18x24mm	DRKKN	EAO-KAP-61-9331.2	0,7680	0SWI261933602	1	ST	ST	ST	ST	0,0000	0,00	0,7680		0,00	ST	0000004529	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000037075"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO plat goen 18x24mm	DRKKN	EAO-KAP-61-9331.5	0,7680	0SWI161933105	1	ST	ST	ST	ST	0,0000	0,00	0,7680		0,00	ST	0000004528	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000037068"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO geel dia.22,5mm	DRKKN	EAO-KAP-84-7111.400	1,3200	0SWI101848111	1	ST	ST	ST	ST	3,5000	0,00	1,3000		0,00	ST	0000004532	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000037105"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	1,50	0	0	Standaardartikel	1,50	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens EAO groen dia.22,5mm	DRKKN	EAO-KAP-84-7111.500	1,2700	0SWI101847111	1	ST	ST	ST	ST	0,0000	0,00	1,3000		0,00	ST	0000004531	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000037099"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	1,44	0	0	Standaardartikel	1,27	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO schakelaar 19-279.015	DRKKN	EAO-LIC-19-279.015	7,7600	="0000000413107"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000042942	HMAG	EK33	HMAG	EK33	0,00	20/03/2019	10,24	EMA		0	="0000000413107"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	8,82	0	0	Standaardartikel	7,76	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lamphouder EAO 18x24mm	DRKKN	EAO-LIC-31-040.005	2,7270	0SWI101200010	1	ST	ST	ST	ST	8,2000	0,00	2,7270		0,00	ST	0000004863	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000036870"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lamphouder EAO 18x18mm	DRKKN	EAO-LIC-31-050.005	2,7300	0SWI131050005	1	ST	ST	ST	ST	0,0000	0,00	2,7300		0,00	ST	0000004864	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,56	mro		0	="0000000036993"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO verlicht mom. 1NOC 18x24mm	DRKKN	EAO-LIC-31-121.025	14,0632	0SWI101150010	1	ST	ST	ST	ST	38,0000	0,00	14,2400		0,00	ST	0000004862	HMAG	EK32	HMAG	EK32	0,00	06/11/2018	10,12	BAN		0	="0000000036856"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	15,99	0	0	Standaardartikel	14,07	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO verlicht schak. 2NOC dia.18mm	DRKKN	EAO-LIC-31-272.0252	22,9247	0SWI131272025	1	ST	ST	ST	ST	0,0000	0,00	22,9400		0,00	ST	0000004861	HMAG	EK32	HMAG	EK32	0,00	15/10/2018	15,58	mro		0	="0000000037006"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	26,42	0	0	Standaardartikel	23,25	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO verlicht mom. 1NOC 18x18mm	DRKKN	EAO-LIC-31-453.036	7,6020	0SWI101150020	1	ST	ST	ST	ST	0,0000	0,00	7,6020		0,00	ST	0000004860	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,56	mro		0	="0000000036863"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO zonder kontacten 18x24mm	DRKKN	EAO-LIC-61-1130.0	3,2500	0SWI161113000	1	ST	ST	ST	ST	0,0000	0,00	3,2500		0,00	ST	0000004526	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,56	mro		0	="0000000037044"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop EAO lichaam dia.22,5mm	DRKKN	EAO-LIC-84-1101.0	4,1300	0SWI101841101	1	ST	ST	ST	ST	12,0000	0,00	4,0300		0,00	ST	0000004530	HMAG	EK32	HMAG	EK32	0,00	21/02/2019	11,18	mro		0	="0000000037082"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	4,86	0	0	Standaardartikel	4,13	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Zoemer EAO 10-26V 18x24mm	DRKKN	EAO-VOL-31-801.002	21,4190	0SWI131801002	1	ST	ST	ST	ST	0,0000	0,00	21,4190		0,00	ST	0000004859	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000037013"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknopvoet Rafi voor pcb 18x24mm	DRKKN	RAF-CON-5.00.645.010/0000	2,9750	0SWI102400010	1	ST	ST	ST	ST	0,0000	0,00	2,9750		0,00	ST	0000004791	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,56	mro		0	="0000000039741"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lampvoet Rafi voor pcb 18x24mm	DRKKN	RAF-CON-5.00.645.016/0000	2,9750	0SWI102400016	1	ST	ST	ST	ST	0,0000	0,00	2,9750		0,00	ST	0000004792	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,56	mro		0	="0000000039758"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens Rafi rood dia.9mm	DRKKN	RAF-KAP-5.05.510.470/1303	0,4080	0SWI102150025	1	ST	ST	ST	ST	1,5000	0,00	0,3720		0,00	ST	0000004558	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000037365"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,4079	0	0	Standaardartikel	0,1632	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens Rafi geel dia.18mm	DRKKN	RAF-KAP-5.49.257.011/1402	0,1700	0SWI102310003	1	ST	ST	ST	ST	0,0000	0,00	0,3300		0,00	ST	0000004789	HMAG	EK32	HMAG	EK32	0,00	19/02/2019	08,28	mro		0	="0000000039727"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,17	0	0	Standaardartikel	0,17	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens Rafi plat wit 18x24mm	DRKKN	RAF-KAP-5.49.275.032/1002	0,1740	0SWI102300007	1	ST	ST	ST	ST	0,0000	0,00	0,1740		0,00	ST	0000004787	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,56	mro		0	="0000000039703"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens Rafi plat rood 18x24mm	DRKKN	RAF-KAP-5.49.275.032/1303	0,2200	0SWI102300002	1	ST	ST	ST	ST	0,0000	0,00	0,2200		0,00	ST	0000004786	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,56	mro		0	="0000000039697"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,223	0	0	Standaardartikel	0,22	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens Rafi plat groen 18x24mm	DRKKN	RAF-KAP-5.49.275.032/1503	0,1860	0SWI102300004	1	ST	ST	ST	ST	0,0000	0,00	0,1860		0,00	ST	0000004784	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,56	mro		0	="0000000039673"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens Rafi plat blauw 18x24mm	DRKKN	RAF-KAP-5.49.275.032/1601	0,1740	0SWI102300006	1	ST	ST	ST	ST	0,0000	0,00	0,1740		0,00	ST	0000004785	HMAG	EK32	HMAG	EK32	0,00	26/02/2019	16,57	mro		0	="0000000039680"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens Rafi melk wit dia.18mm	DRKKN	RAF-KAP-5.72.050.000/0202	0,2500	0SWI102310008	1	ST	ST	ST	ST	0,0000	0,00	0,2500		0,00	ST	0000004790	HMAG	EK32	HMAG	EK32	0,00	19/02/2019	08,28	mro		0	="0000000039734"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,25	0	0	Standaardartikel	0,25	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lens Rafi plat melk wit 18x24mm	DRKKN	RAF-KAP-5.73.012.000/0202	0,1490	0SWI102300008	1	ST	ST	ST	ST	0,0000	0,00	0,1490		0,00	ST	0000004788	HMAG	EK32	HMAG	EK32	0,00	28/08/2018	16,14	msoft		0	="0000000039710"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop Rafi verlicht mom. 1NOC dia.18mm	DRKKN	RAF-LIC-1.15.108.451/0000	6,7500	0SWI102150023	1	ST	ST	ST	ST	0,0000	0,00	7,3570		0,00	ST	0000004546	HMAG	EK32	HMAG	EK32	0,00	21/02/2019	11,49	mro		0	="0000000037242"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	6,75	0	0	Standaardartikel	6,75	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop Rafi verlicht mom. 1NOC 18x24mm	DRKKN	RAF-LIC-1.15.118.016/0000	11,8490	0SWI102150016	1	ST	ST	ST	ST	0,0000	0,00	11,8490		0,00	ST	0000004542	HMAG	EK33	HMAG	EK33	0,00	26/02/2019	16,57	mro		0	="0000000037204"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop Rafi verlicht schak. 1NOC 18x24mm	DRKKN	RAF-LIC-1.15.118.022/0000	14,5020	0SWI102150022	1	ST	ST	ST	ST	0,0000	0,00	14,5020		0,00	ST	0000004544	HMAG	EK33	HMAG	EK33	0,00	26/02/2019	16,57	mro		0	="0000000037228"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lamphouder Rafi 18x24mm	DRKKN	RAF-LIC-1.65.118.010/0000	6,4950	0SWI102200010	1	ST	ST	ST	ST	0,0000	0,00	6,4950		0,00	ST	0000004783	HMAG	EK33	HMAG	EK33	0,00	26/02/2019	16,57	mro		0	="0000000039666"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop Rafi mom. 1NOC dia.9mm geel	DRKKN	RAF-VOL-1.15.106.301/0410	5,0500	0SWI102150028	1	ST	ST	ST	ST	15,0000	0,00	5,4660		0,00	ST	0000004782	HMAG	EK33	HMAG	EK33	0,00	20/02/2019	14,45	mro		0	="0000000039659"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	5,05	0	0	Standaardartikel	5,05	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop Rafi mom. 1NO pcb 19x19mm	DRKKN	RAF-VOL-3.14.001.001/0000	0,7930	0SWI112314101	1	ST	ST	ST	ST	2,4000	0,00	0,7930		0,00	ST	0000004794	HMAG	EK33	HMAG	EK33	0,00	28/08/2018	16,14	msoft		0	="0000000039772"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop Rafi mom. 1NO pcb 19x19mm led rood	DRKKN	RAF-VOL-3.14.001.031/0000	1,8000	0SWI112314131	1	ST	ST	ST	ST	0,0000	0,00	1,8000		0,00	ST	0000004795	HMAG	EK33	HMAG	EK33	0,00	26/02/2019	16,57	mro		0	="0000000039789"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop Rafi mom. 1NO pcb 19x19mm led geel	DRKKN	RAF-VOL-3.14.001.033/0000	1,8540	0SWI112314133	1	ST	ST	ST	ST	6,0000	0,00	1,8540		0,00	ST	0000004796	HMAG	EK33	HMAG	EK33	0,00	28/08/2018	16,14	msoft		0	="0000000039796"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lamphouder Rafi pcb 19x19mm led rood	DRKKN	RAF-VOL-3.14.002.051/0000	3,1000	0SWI112314151	1	ST	ST	ST	ST	0,0000	0,00	3,1000		0,00	ST	0000004797	HMAG	EK33	HMAG	EK33	0,00	26/02/2019	16,57	mro		0	="0000000039802"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lamphouder Rafi pcb 19x19mm led groen	DRKKN	RAF-VOL-3.14.002.052/0000	3,0040	0SWI112314152	1	ST	ST	ST	ST	0,0000	0,00	3,0040		0,00	ST	0000004798	HMAG	EK33	HMAG	EK33	0,00	26/02/2019	16,57	mro		0	="0000000039819"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Drukknop Rafi mom. 1NO pcb 15x15mm	DRKKN	RAF-VOL-3.14.100.001/0000	0,5400	0SWI112314001	1	ST	ST	ST	ST	1,8000	0,00	0,6840		0,00	ST	0000004793	HMAG	EK33	HMAG	EK33	0,00	30/10/2018	11,49	mro		0	="0000000039765"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,54	0	0	Standaardartikel	0,54	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Draaischakelaar 1Kr. / 3Pos. dia 3mm PCB	DRSCH	1-033MM PCB	8,6300	0SWI201040010	1	ST	ST	ST	ST	0,0000	0,00	8,6300		0,00	ST	0000005891	HMAG	EK67	HMAG	EK67	0,00	26/02/2019	16,58	mro		0	="0000000050876"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Draaischakelaar 1Kr. / 10Pos. BCD PCB	DRSCH	1-10BCD PCB	4,5120	0SWI202200010	1	ST	ST	ST	ST	0,0000	0,00	4,5120		0,00	ST	0000005893	HMAG	EK67	HMAG	EK67	0,00	26/02/2019	16,58	mro		0	="0000000050890"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Draaischakelaar 1Kr. / 12Pos. dia 6mm PCB	DRSCH	1-126MM PCB	4,5120	0SWI201010012	1	ST	ST	ST	ST	0,0000	0,00	4,5120		0,00	ST	0000005894	HMAG	EK67	HMAG	EK67	0,00	26/02/2019	16,58	mro		0	="0000000050906"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Draaischakelaar 2Kr. / 3Pos. dia 3mm PCB	DRSCH	2-033MM PCB	5,5530	0SWI201030010	1	ST	ST	ST	ST	0,0000	0,00	5,5530		0,00	ST	0000005890	HMAG	EK67	HMAG	EK67	0,00	26/02/2019	16,58	mro		0	="0000000050869"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Draaischakelaar 2Kr. / 5Pos. dia 3mm PCB	DRSCH	2-053MM PCB	5,5530	0SWI202100005	1	ST	ST	ST	ST	0,0000	0,00	5,5530		0,00	ST	0000005892	HMAG	EK67	HMAG	EK67	0,00	26/02/2019	16,58	mro		0	="0000000050883"	?		31/12/2099	31/12/2099	Bestelbaar	Grondstof	0	0,00	0	0	Standaardartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
